date,value
1998,1.522526522
1998,5.182302528
1999,21.40480419
1996,5.194688421
2000,72.84264964
2000,-3.656570511
2000,81.87957179
1999,4.567775393
2000,83.67518817
2000,7.862397176
1995,-36.60898303
1996,7.492994206
1998,23.55499455
1998,12.54243066
1999,37.39695951
2000,1.37386055
1997,2.818928905
1999,4.684359535
1998,31.0372097
1995,2.915697033
2000,100.7764358
1995,7.613938565
1999,70.48264988
1996,-2.390126538
1997,-0.567668693
1999,-4.421332977
1995,-19.7478621
1995,-4.077206284
1998,23.62110548
1999,8.938368055
1997,7.094451085
1996,-3.511878191
1998,10.8891609
1996,4.198653623
1995,-25.70731474
1998,-0.923252614
1999,67.05346514
1996,11.96466451
1997,-1.298732993
1997,8.640993836
1996,-6.654885864
1998,0.736504604
1998,33.300585
1999,-0.017166757
1998,8.922034266
1999,10.37450132
1997,14.41570487
1998,3.34928437
1996,-30.84479291
1999,6.609570923
2000,85.99367173
1997,0.73568922
1996,-34.32596342
1995,8.771830748
1999,69.89857777
2000,-1.275562856
1997,8.407902893
2000,3.137210701
1998,29.96915023
2000,3.619327997
1999,32.26559934
1999,6.176027997
1997,7.653924847
1997,1.210550673
1995,-33.58424424
1999,5.030086669
2000,71.64945898
1995,3.230120847
1998,30.51362677
1998,1.414162707
1995,-20.35944602
1999,5.666934387
1995,-52.10271526
1999,4.34102031
1995,-38.09788303
1995,0.3777056
1999,47.89033806
1997,0.866954064
1997,11.39772905
1997,6.785853335
1997,11.82536171
1998,5.890874792
1997,1.588343382
1996,2.605577552
1999,40.88651463
1997,10.02144803
1995,-61.53765257
1995,2.172470369
1995,-12.66094196
1996,0.478293813
1996,1.192442848
1998,3.215667601
1999,45.52828355
1998,0.780354669
2000,63.79098189
1996,19.58907453
1996,-29.42305472
1998,15.91993751
2000,46.48957202
1998,3.774620754
2000,78.04355707
2000,-0.748328428
1995,-32.88571692
1996,-5.256705674
1999,69.75866081
1998,-6.056300492
2000,74.10681152
1998,5.239277921
1999,70.31715613
1996,5.041527495
1998,34.2288339
2000,6.955431887
1995,-48.91160969
1997,7.745398962
1996,-14.99712613
2000,-2.076721651
2000,50.8186833
1998,13.99129884
1999,21.97568446
1999,5.550608981
1995,-40.14249341
1998,13.1120601
1996,-16.97215722
1998,7.850072682
2000,52.50156772
1995,0.466250468
2000,96.46290314
1995,4.173384625
2000,55.62003823
1998,0.865945055
1998,18.49829897
1998,6.983528199
1999,52.85214209
1999,11.2734441
1996,-8.357697472
2000,9.100691817
1996,-29.09911525
2000,5.379805262
1996,-18.63879072
1997,4.224076601
1998,29.29315215
1998,7.301697327
1995,-10.84345117
1999,9.74692624
1999,51.58227271
1998,2.751283108
1997,6.597145881
1996,0.716725733
1996,-22.41059874
1999,6.891164279
1995,-80.26614767
1999,12.98607822
1997,6.499007309
1995,7.589033307
2000,136.6756452
2000,4.799941233
2000,64.26603705
2000,-1.447137808
2000,59.97222292
1995,-0.684735689
1995,-9.557054802
1996,11.72055667
2000,94.72441778
1998,2.836397463
1996,-14.27949392
1996,2.789237601
1997,-4.626374179
1997,1.759973573
1997,6.36042365
1998,7.909038262
2000,61.27471016
1998,3.467916571
2000,65.57833093
1998,9.357117496
1995,-28.28109165
2000,16.93325199
1995,-47.89712373
1998,6.613281289
1995,-31.3884102
1996,2.797951313
2000,-22.29104286
1998,0.96763244
1995,8.630887866
1999,2.266141117
1996,0.087748951
1997,5.531948994
1998,44.04104374
2000,5.899199353
1995,-5.375097498
2000,2.932718585
1995,-46.61620784
1997,5.309188326
1999,94.55887922
2000,3.08750984
1995,-73.32055522
1999,4.927006296
2000,82.50184488
2000,-1.708217611
1997,16.17431757
1997,4.757217625
1998,39.94561794
1997,7.02266971
1995,-30.91383283
1998,-2.638784454
1999,34.83656731
1999,3.472165936
1995,-30.01774311
1999,4.970194138
1999,35.96722454
1996,2.867456782
1997,1.519320818
2000,-1.300289417
1999,35.30412941
1996,-0.471495175
1999,93.81811305
1995,10.77052676
1995,-2.329423007
1998,6.677274935
1995,-67.65994781
2000,4.125685913
1997,7.380593904
1999,51.43493237
1995,-29.23605696
2000,3.09000669
1998,33.37381979
1996,4.48605782
1996,1.700373379
1999,7.385962358
1995,-67.59580162
1998,1.852696313
1996,-21.12856976
1995,9.525189195
1996,-44.24861997
1997,3.238908136
2000,31.29989154
2000,1.13961509
1998,23.42923227
1997,-2.929484344
1996,-2.713090151
1995,3.553638585
1998,26.97351551
1998,16.931675
1998,37.39524809
1999,5.205738787
1999,52.26669109
1998,8.235932045
1998,20.76900944
1995,2.26181959
1998,26.88204678
1999,7.955949339
1997,4.304963766
1998,8.604381561
1995,-15.86755005
1999,1.863340357
1997,9.400511831
1997,-1.707300898
1995,-23.24741094
1998,10.63952933
1997,0.724572622
1995,1.699435561
1996,-27.82716531
1995,-1.733501514
1997,-11.15329644
1997,10.90549984
1995,-26.96208944
2000,1.106657992
2000,71.15106818
1996,5.06518348
1995,-44.17711484
2000,4.912176616
1998,35.64618542
1998,7.439832023
1995,-91.31559813
1998,4.487025275
1999,73.05677874
1995,10.84953402
1998,52.38810198
1996,7.283805375
1996,-11.09566401
2000,1.639969001
1997,-19.58944608
1995,5.328827346
1996,-12.36714444
1997,-8.223469386
1997,-2.200064538
1998,4.67829423
1995,-35.70131251
1997,6.477998511
1995,-37.64950249
1999,2.76287624
1997,16.0586628
1995,1.23465555
1996,-6.058759313
1999,-0.851545207
1998,32.87275798
1997,13.40085878
2000,49.95759179
1997,1.66912393
1998,25.05768718
1997,0.029289035
1998,25.66046043
1995,5.504775614
2000,68.26605173
1998,8.304598023
1998,36.1108741
1998,5.422224063
2000,70.7307372
1996,10.74600798
1999,23.56598708
2000,3.741600448
1999,31.92064956
1995,14.53757918
1995,-21.94002638
1997,13.04560994
1995,-75.19092535
1995,5.17612465
1997,3.274952397
1998,5.693604427
1997,8.428370747
1996,8.195994601
1995,-44.67146701
1998,17.94873379
1995,-63.96616699
1997,1.026115499
1995,-19.93195794
1995,1.807437747
1996,-33.13025267
2000,7.969856073
1999,48.19515464
1997,11.24642614
1997,-3.214556867
1996,0.248931505
2000,58.65455994
1997,2.006293749
1995,2.41360928
1996,7.364976921
1996,-37.58141693
2000,5.048398942
2000,106.6739258
1998,4.939751719
1997,-1.394178976
1998,3.029906264
1998,11.43958012
1999,5.320703728
1999,8.830282134
2000,4.816272555
1998,7.754167583
1999,-1.171161374
2000,108.1681487
1997,7.169157974
1996,-16.26139755
2000,8.452377408
2000,35.66315343
1996,5.523272771
1996,-12.26003316
2000,-0.672778178
1998,21.5415132
1995,5.88942604
1995,-13.54240261
1999,7.672486724
1995,-13.87512079
1999,6.18561291
1999,50.84648784
2000,-0.86918422
1999,65.82855159
1998,-1.038479087
1996,-11.17542793
1997,9.458965309
1995,-30.65830828
1995,9.094066224
1999,59.54973127
2000,-0.217533071
1996,-12.78139689
1995,7.121370924
1999,55.42502266
1997,2.633343268
1996,-12.18506149
1998,4.363800434
1998,29.82081463
1997,5.947628701
1997,19.42707266
1997,-1.915081503
1998,33.9678882
1999,-2.244474255
1996,-10.11814782
1995,8.731374872
1997,4.888603701
1998,10.66057784
1995,-43.19747003
1997,-0.984952851
1997,1.182523104
2000,3.772064846
1998,33.74944489
1999,-0.176040288
2000,127.8345736
2000,0.633343473
1997,-6.057319615
2000,2.986799204
1999,25.35730639
1996,7.688533644
1999,60.6477825
1997,4.48312376
1998,10.36059508
1998,-2.403704805
1998,36.33376789
1995,3.084262739
1998,26.13121134
1996,3.740683091
1999,62.13864307
1997,11.35141206
1995,-51.55562857
1997,13.59416117
1999,35.32536321
2000,12.27904966
1996,-24.02434753
1997,7.072426555
1999,41.16397385
1997,6.730680458
1998,25.90904852
1995,2.046480886
1997,9.35078358
1995,12.05088957
1996,-12.97808935
1996,3.504918238
1999,54.26415525
1997,6.046086664
1997,13.51462922
1996,4.55730021
1995,-33.32175275
2000,8.640476772
1995,-36.00836372
2000,8.391016524
1998,22.55194005
1999,-1.771242908
1998,26.32105502
1996,-4.397636428
2000,108.624369
2000,4.360351728
1995,-63.13036582
1998,12.85035261
1996,-31.5326534
1996,7.732528155
1999,65.90362138
1996,8.325939361
1997,9.523168257
1995,6.191365995
1999,62.89727624
2000,7.423004635
1995,-44.34645127
1997,3.259160892
2000,66.3328534
1996,5.761495925
1997,15.51654035
1998,4.233200081
1997,-1.310001481
1996,5.07455015
1998,27.55908949
1997,3.380335301
2000,59.55433268
1996,7.611253323
1995,-45.31888129
1995,5.621380397
1999,17.16450043
1999,5.676874332
1995,-47.11500876
2000,8.068935264
1995,10.45052275
1997,7.625169054
1995,-69.80226995
1999,2.04278821
1995,-77.02411582
1997,-1.762611752
2000,70.69896429
1996,-3.562596796
1999,44.65175471
1996,11.07270716
2000,63.88666055
1995,6.087742828
2000,-4.21686745
1995,16.03756928
1995,-54.2669091
1995,8.159143324
1997,2.911573375
1995,3.959540514
2000,45.28104788
1999,-1.27060938
1997,-4.413194214
1998,12.83023055
1999,59.41058786
2000,8.79886719
1996,-11.82480344
2000,-0.740945293
1997,-0.092277549
1999,11.56212138
1997,4.687457285
1998,-0.701163428
1997,10.52004464
1995,7.779192492
1999,60.51291238
1995,-0.037433593
1998,37.01606786
2000,5.620269153
1998,48.08008248
1999,-2.440895779
1998,25.39803247
1996,0.840989462
2000,70.72254242
1998,5.904878187
2000,54.25243203
1998,10.20621565
1996,0.165138933
1998,-1.507510073
1995,26.09650763
1995,13.03891869
1997,-2.107382626
1995,-2.278688839
1998,17.80779994
1997,13.33598493
2000,104.654888
1997,-0.280469504
1997,10.06371828
2000,4.024937394
1995,-21.08600848
1998,2.993282428
2000,64.71278743
1998,17.86359615
1999,55.97661462
2000,0.417382528
1995,-45.17542349
1997,13.90414745
1996,-16.86750496
2000,1.085367846
1997,7.716275686
1997,-3.950766902
1996,-5.234876342
2000,4.548063269
1997,55.27125965
1996,8.331729013
1996,-4.304098392
1998,11.55466169
1995,-38.82632119
2000,1.982466519
2000,125.7457225
1999,10.9649384
2000,74.09160329
2000,5.698110802
1997,-1.467298898
1999,8.525536859
1998,14.30334287
1997,2.436751051
1997,1.571066233
2000,6.046317358
1998,37.39157231
2000,9.60098358
1995,-31.6435953
1998,6.433174301
1999,41.18779883
1997,6.430973316
1999,65.804882
1997,6.424095426
1998,19.33406842
1997,12.45582687
1998,44.80020806
1997,6.333231541
1999,51.33015497
1996,8.553660546
1995,-39.3393858
2000,6.722305478
1997,5.610801149
1996,0.509332229
1996,-4.389939855
1995,7.207171158
1997,4.590137791
2000,-4.943967361
2000,100.0033528
1997,10.84576074
1999,33.81962573
2000,10.90732817
1995,-42.4502342
1998,7.630178923
1995,-76.4159756
1999,2.384232257
1996,-40.8265945
1995,8.911057006
1998,6.591743358
2000,0.733983282
1998,27.32005396
1995,5.598676599
2000,17.47860984
1997,8.397841003
1999,43.67159348
1996,-2.770720073
2000,-10.80264359
1996,0.05617196
1999,26.79116851
1995,-0.009738822
1999,42.92139541
1995,9.79092717
1997,-3.238680518
1997,0.513156623
1995,-29.04401966
1997,5.802838204
1999,24.33963654
1995,11.49418801
1995,-16.82329592
2000,9.850051643
1999,62.99667837
1998,3.692027675
1999,2.878038084
1995,-3.234143137
1999,46.30219287
1999,-7.62260104
1996,-7.885609854
1999,1.286337466
1999,52.9094984
1996,0.477147862
1996,-4.273906025
1999,3.643955849
1999,26.44780238
1997,12.18751289
1997,6.394538001
1996,11.05143963
1997,-0.076336253
1995,3.032070066
1997,-1.129399309
1998,5.470985307
1998,28.5722904
2000,2.9488017
1995,-31.31585557
1996,11.47417962
1995,-32.8950375
1999,4.899121703
2000,46.46272483
1995,1.727157248
2000,116.8446245
1996,4.938922306
2000,113.51366
1996,1.981652597
1998,16.23983551
1998,5.677744835
1999,79.15432935
1995,14.71587336
1995,-31.22669951
1995,6.460810777
1997,7.831815408
1999,-3.574808547
1999,24.35703333
1997,15.55184083
1995,6.782582393
1999,-11.88038447
2000,58.84437313
1999,2.071728872
1995,-85.67912122
2000,7.896257396
2000,72.98311167
1998,5.803899108
1997,8.605333151
1995,1.109304065
1997,13.72441313
1998,13.86648997
1996,-8.981696972
1999,3.581427551
1995,-35.32028682
1997,3.452908781
1997,-4.646830246
1996,14.49732248
1995,-34.40908079
1996,14.96187443
1999,54.63700623
2000,9.777505189
1999,13.0061996
1999,8.621089979
1999,46.81328221
1999,4.843667257
1996,3.908642087
1999,12.93882197
1997,8.363907067
1995,3.293968491
1998,11.98382218
1997,4.067795005
1995,-18.63152423
1999,17.49826564
1997,-4.562057244
1999,15.0167167
1998,12.65841393
1999,1.690377222
1998,8.851809175
1996,1.313760298
1999,32.35399602
1997,-0.256383158
2000,37.66798505
1997,9.813652207
1998,29.20305833
1996,2.130731084
1998,30.56219097
1999,7.163764399
1995,-40.69126712
2000,-4.300939536
2000,34.97259642
2000,3.583424934
1997,8.944488511
1996,10.62945672
1997,11.30961948
2000,7.32720894
1999,42.61780236
2000,8.668982216
1998,43.0588398
2000,3.21009583
1999,72.66848154
1998,9.997310016
1999,21.9486856
2000,0.016081638
2000,71.48013203
1997,-3.239840712
1995,-54.47172601
1997,8.249491333
1996,-3.834212095
1997,7.363181912
2000,63.77509945
1998,11.42792103
1999,54.1718431
2000,4.756850558
1995,-55.18929572
1997,3.623327341
1999,84.75545267
2000,3.227166814
1997,6.313642022
1999,6.187454232
1998,25.17634868
1996,-3.040689917
1997,4.710916221
1996,4.093335585
1996,-19.54562742
1997,7.883601683
1998,59.61541264
1997,11.87764938
1995,-29.07092327
2000,0.882759251
2000,69.59773674
1998,6.657880984
1997,4.953700865
1995,3.990551688
1998,22.35484652
2000,2.684655653
1999,17.41013737
2000,2.684856082
1998,4.324560556
1995,9.662249146
1999,52.70251795
2000,-0.965810217
2000,125.7555683
1998,9.533387645
1996,-23.88572536
1997,2.587166936
2000,98.65877762
1999,12.8886361
1995,-34.27526818
1997,8.700802117
1997,11.91699619
2000,3.90602391
2000,51.68777831
1995,2.573206872
2000,100.3892145
1998,9.239294055
1998,34.12961626
1995,4.218211131
2000,73.89006175
1999,-9.635619581
1998,12.86033529
2000,-2.766948437
1995,-65.46195576
2000,2.86953948
1997,7.712361173
1998,2.530960933
1999,66.78291283
2000,10.82431342
1998,38.17989625
2000,7.934419984
1999,78.14769442
2000,-0.898358023
1999,23.64917921
1998,4.473136769
2000,82.9978043
1998,-0.234208145
1996,-13.03993278
1996,13.78974814
1995,-60.60001658
1999,-0.348135873
1996,-20.75584393
1996,12.54525434
1996,2.622838748
1996,10.96858716
2000,29.28020717
1999,7.752539736
1999,48.03869325
1999,1.841231102
1995,-50.17120255
2000,16.01225159
1996,-39.16989565
1996,-1.636866426
1995,-40.72293569
2000,9.949662655
1995,-72.18073124
1995,-1.202824189
1996,-26.67444523
1996,-0.187221284
1999,25.84076264
1998,4.483854809
1997,4.240747104
1997,2.547909415
1998,16.93055529
1995,2.298964867
1998,1.858119157
1999,-1.941097359
1998,21.44125353
1999,14.94489593
1999,62.15091695
1996,-5.937659374
1999,19.42160578
1996,0.783898887
1995,-23.8910012
1998,2.735862858
1995,-62.91641666
1998,5.458841201
1997,5.186413989
1998,0.079590151
1998,31.33383137
1995,5.374129581
1997,6.81855011
1996,0.697312743
1996,-15.2365028
1999,0.767264763
2000,149.9539654
1999,-1.575977665
1998,33.29287808
1999,3.026762995
1996,-31.89987855
1996,4.077978983
1998,22.65802635
2000,-5.004020529
1998,29.45629663
1996,8.029372302
2000,63.60272903
2000,8.87754243
1998,53.22770233
1997,1.971426374
1999,41.54076226
1999,6.966730539
2000,42.13162904
1998,4.686231363
1999,31.16099655
1997,3.380933566
1995,-26.0079013
2000,6.711832073
1995,-59.09870949
1996,13.08547529
1997,-0.530375276
1999,5.94705251
1997,3.623910036
1999,7.299413857
2000,70.79871053
1996,-5.824540556
1999,-50.73736724
2000,10.75561601
1999,47.06833268
1995,21.48824722
1997,4.836917521
